member_id,loan_status
1346179,0.9642937
1997094,0.92209214
7206992,0.9303645
3740088,0.7534407
36274502,0.8378311
6029190,0.6392886
57075321,0.83932126
1557950,0.9676798
17121813,0.8800419
12032643,0.8959799
2167126,0.91687757
1968787,0.934587
9431563,0.86162466
32708914,0.9190303
27609952,0.85927564
12607277,0.63996124
5776865,0.7860024
11246959,0.9062759
1849783,0.940968
199280,0.8830729
812513,0.97556984
43236170,0.72739506
6417840,0.8300887
349503,0.9475399
1665387,0.9755568
51230103,0.85906905
378981,0.9380074
16640597,0.823182
17762770,0.94341105
34591843,0.9317131
8080836,0.9490349
1336929,0.9839102
27318913,0.6299627
3738102,0.82279384
8106837,0.7902854
868753,0.97918075
6070414,0.7191072
23442348,0.7983339
27119041,0.63101065
7189940,0.869691
11727953,0.96799433
18204508,0.8596135
1895975,0.76041865
852214,0.9813343
1861375,0.8537674
1141294,0.692405
15140349,0.8467732
15580075,0.6398494
22039646,0.8903582
993737,0.96065605
37717831,0.9166292
1769847,0.93529713
998608,0.97185844
10401319,0.7031518
51834967,0.86898214
900097,0.9783182
10027355,0.9175291
1799946,0.94236976
368953,0.8757513
1202399,0.58041835
10428878,0.5400497
16610512,0.92660224
18643992,0.903869
7606937,0.81946015
14457880,0.6454108
1389404,0.97081167
11728915,0.8818528
13287636,0.7574774
972795,0.96035886
2838431,0.91937286
2118613,0.9307399
1396657,0.9762555
1049136,0.9783829
3727270,0.84030426
946293,0.975578
7650954,0.85923964
1048500,0.97343236
11021059,0.7870091
4584088,0.8817703
1643071,0.9740288
7197241,0.88303274
621559,0.97050047
7217100,0.72643846
1693192,0.67004895
2844254,0.9400417
773558,0.9037413
1237708,0.9744324
1241966,0.60805357
915008,0.90027213
28782570,0.93705916
8570490,0.9191886
30184188,0.8393876
12897306,0.9076749
1381334,0.916155
1467561,0.97206783
2969215,0.89774615
1961914,0.9056231
5789440,0.9070617
59652543,0.7783578
1582915,0.965533
2548411,0.9021026
41299518,0.9124339
15679738,0.9159116
13360376,0.8487656
1897606,0.9664658
20657563,0.52446496
792051,0.9801886
1776906,0.96764475
8099525,0.9011309
647219,0.97436994
11637516,0.6704491
33790536,0.7529488
843935,0.9808725
1908393,0.93022984
832005,0.97075146
1303454,0.97495055
659201,0.9659167
14497498,0.7633467
26308674,0.8510821
1392063,0.9778683
7012574,0.96137995
1723049,0.9249634
4722383,0.81604594
1859214,0.9190993
15188217,0.9308353
22401852,0.8788945
32287773,0.8979211
30745366,0.8543951
1043420,0.67193013
3961504,0.85139126
12001230,0.9291727
1550614,0.9774893
6518001,0.917713
702175,0.92121947
16672293,0.9246277
31706813,0.95062965
1512885,0.97982055
8638242,0.81872034
1454092,0.95110476
3528854,0.820875
501887,0.96030235
635949,0.9669584
1625852,0.9696712
10411543,0.5450806
47159902,0.8181317
10310702,0.8777696
2169503,0.77263457
1669882,0.9314226
13317197,0.8115856
743735,0.9603348
1211516,0.97609645
12586970,0.55381536
9048834,0.94698113
11718725,0.77919483
1600773,0.9742071
1883117,0.93265474
690735,0.9790476
41493851,0.598255
22159420,0.80705136
543204,0.9500635
1053961,0.98033315
12568781,0.900071
981920,0.7262502
3959301,0.73750407
698087,0.9683984
7408742,0.9173514
26837776,0.84807223
389095,0.95378566
1597768,0.5239169
19475426,0.89173687
809140,0.9711148
10758299,0.94439375
54827950,0.67737883
19857750,0.6812432
42762798,0.70173925
30014344,0.87290645
24023846,0.83673
7690411,0.9265179
34091063,0.8938559
7117909,0.83380115
4630561,0.9112977
2708244,0.886965
1106415,0.5623473
1606161,0.89708185
5471251,0.5387137
3257045,0.8206326
260821,0.9624136
1651270,0.92373496
1806456,0.8431238
1679404,0.62473726
1741133,0.9308994
17412769,0.59685975
7663025,0.6312323
40504235,0.9372042
1709423,0.968454
983281,0.96792376
41331118,0.7069407
970138,0.9644621
1648154,0.9239367
26247398,0.72959673
1542164,0.9241853
14457478,0.8734205
8741741,0.72888297
11992470,0.6212726
59094215,0.7076557
7203033,0.9152805
1871866,0.95389676
34952753,0.5383707
4590494,0.8916929
42043166,0.919859
1520185,0.94211704
1596146,0.903063
16931490,0.691259
1486060,0.9598914
4672736,0.8909802
1769683,0.9205681
8949145,0.79657865
15049555,0.90973586
18594764,0.72863847
7819132,0.90940577
1194418,0.9793137
796026,0.93686354
32268096,0.9569348
11446809,0.8344086
1011845,0.9704583
1427762,0.97593486
1843722,0.92771524
809606,0.97313493
22160625,0.67407984
3406836,0.8054224
623532,0.9767843
33729881,0.6674182
1494348,0.7104009
1596241,0.9665109
1838166,0.7067897
12668513,0.92423403
790699,0.97465694
643472,0.9687546
4591822,0.7216383
43287508,0.7060285
2743056,0.9029169
13988528,0.871785
1657914,0.9721399
2917658,0.8638388
33880146,0.5109061
1845509,0.8482644
3729265,0.7801738
46736822,0.8432596
13978215,0.90323645
485732,0.9440163
550178,0.9593136
988296,0.9813483
673490,0.92236745
23614142,0.7494136
14469306,0.58315367
815797,0.98043424
1966414,0.91768086
36284633,0.63105005
1246783,0.82491446
399054,0.9775289
15619680,0.89864725
41433085,0.81756604
16891554,0.76088715
1303315,0.7306115
1657776,0.9520996
5257566,0.82943016
4151865,0.632537
1987614,0.92025846
1538341,0.9771239
1668447,0.95655787
1678278,0.9720496
3930813,0.89539886
5217061,0.8189039
46506547,0.8437913
13938441,0.8800109
1831191,0.9405951
3861228,0.8864922
415979,0.9140596
29633189,0.96324426
322832,0.9539793
24684775,0.78121364
43314865,0.7818253
14269168,0.9297197
1762011,0.920188
41403922,0.7422439
623831,0.97206795
13317962,0.9424745
11954285,0.6435258
1867180,0.9199086
8541149,0.72421134
46676272,0.8345167
7651007,0.826108
9099661,0.92003775
1710829,0.956087
13350183,0.6949846
9038882,0.87241834
38539380,0.6202763
13147736,0.83311963
19786651,0.8311095
776653,0.9625391
1294267,0.9809079
3769981,0.81365657
43875704,0.9021727
7218060,0.7726991
10758324,0.6052216
50196907,0.6013268
3738087,0.777983
1007253,0.98426473
13837302,0.5146514
2169418,0.930956
1086928,0.59762436
1245059,0.9678602
42103850,0.6460638
26237554,0.8726989
1732625,0.96284723
1824471,0.9438783
1369295,0.97503406
693779,0.9063729
620938,0.957911
2357109,0.8166105
3529225,0.85045266
1199846,0.9546794
1786275,0.90815806
22491251,0.6381072
1253232,0.9774278
620087,0.9711359
9116862,0.9498982
4717460,0.7090244
1384772,0.9726183
24404331,0.8993149
19817039,0.6074047
6408154,0.78880686
60213997,0.7872161
1210932,0.95511764
2830174,0.9023178
9031141,0.9334992
1563541,0.97564805
3874958,0.9336306
3771432,0.77987945
1447158,0.9752847
437823,0.9649221
1770163,0.9030035
12617810,0.7545361
1370744,0.95624036
1821034,0.9371854
9187227,0.6674946
55267160,0.70436
3871663,0.5315475
43122687,0.5916173
31036034,0.51363474
37107012,0.58806735
15839970,0.67482746
1344751,0.9762003
1571694,0.9783442
1381831,0.97389007
12587371,0.52563715
4638369,0.88783514
8317432,0.9410719
2739543,0.91287893
1742662,0.92133945
3418650,0.8358489
526329,0.96582764
21408360,0.6655192
1670515,0.9619606
7688874,0.88770384
290847,0.96832687
1388741,0.50848603
657776,0.97292906
12478538,0.68430537
26366815,0.8776415
6499021,0.7995625
15079293,0.78388935
1488209,0.8862133
2828277,0.92989296
6828435,0.81998074
8179677,0.5147483
55247917,0.92250884
1720887,0.970884
7817861,0.91005594
14481355,0.80466074
7432065,0.8731181
1433022,0.96695197
12008849,0.8327377
17121762,0.5291407
1834668,0.94655895
698600,0.9178128
1378321,0.9634805
7657808,0.92789173
3728673,0.94072473
12447984,0.8979231
22140010,0.80678123
897781,0.8752195
7217877,0.81908536
23593112,0.9418643
1826634,0.94442004
937278,0.9643173
690848,0.981614
1900658,0.93173295
4174627,0.5584328
650104,0.97543895
788088,0.98193455
2631363,0.9277855
1436029,0.9651802
17402096,0.9101492
3729114,0.7229881
41054973,0.8345046
1637230,0.88509756
1540780,0.83078986
1717721,0.967879
708963,0.9147147
4155681,0.81423175
511554,0.9772819
46243056,0.6015771
26256881,0.9159392
5493723,0.8821573
614262,0.97920597
33289319,0.89534336
22490997,0.90923494
7846722,0.839579
1363063,0.8274643
485554,0.96785206
1416174,0.97115415
1555492,0.9800284
644668,0.96529835
20607112,0.6071538
18333624,0.8555194
19816656,0.8327057
6827360,0.5947069
5014362,0.72457
9657786,0.8373849
1466104,0.9609829
1856055,0.92064196
30144995,0.5619559
1737729,0.9214089
14287889,0.9301693
3781473,0.57969403
573185,0.9747711
656856,0.97107846
1840511,0.91073155
1959616,0.9002097
2226943,0.9359948
9340766,0.7683981
1451964,0.9801286
26367698,0.66138476
719977,0.97689205
383601,0.9496053
1061894,0.98201936
3870792,0.78880525
48013004,0.9235172
4848631,0.92975533
33088743,0.5356748
770905,0.9172563
1814430,0.9222259
19776722,0.7394744
3558067,0.8549215
18464716,0.75377876
38700679,0.95180523
1077239,0.7211958
10411700,0.50243163
7001831,0.86124223
1215387,0.96851045
5147184,0.80642694
580155,0.8818122
4674498,0.59176147
1865734,0.90153635
49665816,0.9159435
21338379,0.8552254
13680784,0.72463524
11030213,0.7235205
1651974,0.97872555
15289750,0.9504879
1842921,0.96037436
999480,0.9739475
15009358,0.8531499
982435,0.9688757
4150226,0.8043401
51632913,0.971247
3546862,0.7590817
21380001,0.8138483
19645828,0.51443475
12031847,0.7336008
10638282,0.73554814
1070977,0.9728519
11708581,0.84795624
1274741,0.5978297
16000146,0.7386396
3769016,0.6589214
1018235,0.9678545
10409040,0.82861227
21018222,0.90870374
1454949,0.9619984
1098515,0.7843342
15210731,0.9265263
598458,0.9785066
6060226,0.77586156
2728535,0.6531882
698051,0.967266
2828579,0.90543616
43906586,0.8918423
1565734,0.9723504
7213270,0.70104736
1577610,0.9817183
14970347,0.845874
726936,0.97804093
1075294,0.8815857
6807949,0.5069604
1578902,0.9653307
1198105,0.9763108
14988281,0.8330673
14277377,0.9317726
1696801,0.9679947
1649086,0.9503177
3419762,0.7065905
17792883,0.76896536
9329189,0.81299394
45118126,0.7483136
8748788,0.8636863
60273893,0.87031215
2429692,0.8557083
10790508,0.8833011
9197397,0.92963636
14718041,0.55998844
6047776,0.6838981
36995696,0.88974684
4166892,0.8256602
1754097,0.94215596
47103890,0.95931566
305563,0.9420959
12648779,0.8450051
23552674,0.5710262
1707416,0.83486646
772368,0.9027162
8207257,0.9029955
1987826,0.8991391
1828487,0.9100388
14399785,0.929415
4666843,0.52609193
16662530,0.8358587
966816,0.97092384
3980924,0.8984216
2743230,0.7426716
751334,0.90753543
8999477,0.81062675
30194989,0.76729625
11527908,0.8443214
8712840,0.69002974
1023668,0.97702867
8578655,0.6003678
51823591,0.6880192
1383073,0.9618557
1998282,0.7902276
22392815,0.71266085
31677268,0.7517457
1852527,0.93588346
11698210,0.9404768
7011187,0.8537167
2434666,0.8823078
4319026,0.51511043
841080,0.8813945
909206,0.97716755
9351423,0.72632337
1831903,0.9446688
1261717,0.9695199
14607681,0.9127157
9319902,0.9081213
749844,0.9657289
46805837,0.7778075
8217602,0.8732509
1335820,0.9703509
1380132,0.9714513
1102135,0.97053
17402072,0.80034494
11941048,0.7446243
1497820,0.9613597
28732149,0.87993044
26327847,0.85554826
30234131,0.62491083
12496990,0.7574301
5800389,0.90640324
5329260,0.9261707
37607251,0.7581602
839646,0.7561366
1780903,0.94555557
49932075,0.96603376
15620065,0.53527313
1000855,0.69702035
229463,0.8671561
1671238,0.9517734
12737125,0.95413274
3557891,0.81384146
1677528,0.96694905
1426899,0.93343765
5397946,0.9177078
1812927,0.9158975
1252285,0.9572023
1300858,0.77065367
769228,0.8973334
27278369,0.9358798
18514199,0.8988957
11972196,0.9198605
8569935,0.78494895
1339423,0.98014575
1063099,0.9818302
644507,0.9720981
754848,0.9198011
1768817,0.9526024
1886128,0.9116492
564331,0.9441427
1667941,0.9457255
49042047,0.69925284
9297837,0.9384136
7020063,0.54066074
1220450,0.96777
28180173,0.78573084
19655352,0.86277485
22129492,0.9059988
424837,0.9467181
1814554,0.5568302
992568,0.97966605
5308300,0.76161575
1548136,0.9572779
14718942,0.86457294
43437762,0.6658934
8908687,0.691914
6046879,0.702971
395054,0.9590252
11986853,0.80016756
1665244,0.8969559
627201,0.9782451
795150,0.8943973
32748920,0.82696486
14450732,0.5846498
1386171,0.9732019
14898405,0.6345814
7223337,0.77710766
5316915,0.6177403
3626998,0.8571585
1798197,0.91921306
814984,0.9743851
23043376,0.84317535
30144432,0.95659703
4226380,0.9100968
848849,0.69468683
1238864,0.978742
633411,0.9812004
7447175,0.76783144
59791370,0.5077023
19895958,0.689287
1782607,0.9502918
1966464,0.9354376
8764182,0.9423292
64273736,0.8303602
642774,0.9721807
420632,0.9690822
1610951,0.93595135
1967913,0.7838344
1854152,0.9502091
715377,0.9672103
4675126,0.8442094
34140976,0.8941404
791286,0.9026486
34040705,0.8743563
26296559,0.90273917
17693124,0.9290158
1725986,0.95785666
2546911,0.8997732
7557063,0.77094984
59024433,0.93298656
3407863,0.90488684
23242216,0.7525827
579539,0.9067411
8607175,0.90681624
12327119,0.74792814
40000393,0.93941796
1021541,0.86382276
1260286,0.97070014
28480937,0.54725975
5917070,0.84771055
4172668,0.6275189
2967212,0.8280251
4148085,0.93766415
1899693,0.9176461
842431,0.9742776
1290760,0.93957853
39383852,0.87849426
17812289,0.9335936
8596824,0.52875245
28873079,0.6719363
1892968,0.920935
1405266,0.9418064
42353000,0.6178868
22382276,0.88614225
7670925,0.74788535
15699676,0.63024306
5816901,0.6215711
23593373,0.8338398
1106158,0.9424969
1464038,0.5588113
11508400,0.77201736
17803089,0.91275895
1617164,0.9767297
388254,0.91835105
11689464,0.82397234
1638498,0.9692867
21658841,0.8678212
7117745,0.9259132
454802,0.9733213
661324,0.98041075
11984227,0.8445713
1844633,0.71529585
3961469,0.80109686
1682576,0.9342685
3407067,0.88993156
1828634,0.94440866
1997274,0.93478364
11954134,0.81372064
3868181,0.59891415
7326912,0.89902085
8765310,0.876402
13358177,0.89398366
990299,0.9090029
791850,0.98281175
643158,0.9711365
39762971,0.91914254
1041684,0.87873775
49381892,0.7847756
19405261,0.7117848
1841265,0.91995984
59609158,0.9424456
28600247,0.8924293
18233488,0.7461996
18333530,0.560424
51633097,0.8383076
11943205,0.7008952
553609,0.9691849
944814,0.9670833
1218236,0.9758866
3628675,0.796081
7190330,0.8386843
423087,0.9106559
1873338,0.9178049
22371929,0.89701915
9147492,0.84419215
4806737,0.9264288
1637763,0.89388484
21649201,0.88738626
1494780,0.9606413
1861442,0.8472951
12416881,0.7090213
1971712,0.88645124
1892655,0.949815
55427314,0.9185792
4062513,0.924677
58643161,0.9443321
1556744,0.94712067
7223390,0.88193846
6337529,0.8431481
6999610,0.8197378
497219,0.94030726
31105842,0.8811855
960935,0.9699725
1416290,0.70009613
5309321,0.9142992
612335,0.97839224
980206,0.9658315
7419477,0.79937387
9859973,0.7779442
7117215,0.50236887
38439501,0.95733166
1023480,0.97649825
9036976,0.6915524
15031002,0.9262317
564747,0.9713327
39022749,0.9329658
1756958,0.90799814
14777605,0.7479079
24766991,0.90801555
647231,0.97829014
9097181,0.5938237
707474,0.92713046
5468632,0.8666759
22991910,0.7297448
664866,0.96072304
922264,0.9800529
16210372,0.89337814
1316491,0.97449875
1758020,0.93764824
1334984,0.9646125
10359478,0.87878036
910257,0.97648513
1694184,0.5416327
6488270,0.7423406
1579784,0.96004784
15309850,0.58454067
7421299,0.95322955
32447792,0.7587687
1219247,0.8369693
1886921,0.924264
2978995,0.8959356
1293598,0.9720097
3419999,0.87634414
3528361,0.78959215
6707210,0.8544958
3539322,0.7731092
1876569,0.7101223
6518976,0.55165756
2168318,0.88154745
24304440,0.9037306
1823018,0.91992074
9098788,0.87031424
9108614,0.881498
1663308,0.94381917
2707356,0.93528616
9316891,0.76144296
4317423,0.79984045
49860495,0.7860275
1459398,0.9683671
5023769,0.69977224
1837891,0.9287764
36986614,0.815661
1766795,0.96026266
35043687,0.9443761
10790360,0.9078318
14989628,0.92077124
12459023,0.8869568
1100413,0.9697971
912807,0.9709905
1975793,0.9262462
1633237,0.7727106
1586195,0.946151
9119137,0.917607
742870,0.9662524
601717,0.9692095
6717323,0.94861466
13767053,0.93113536
4369124,0.8555208
8322477,0.65080553
13658067,0.9492057
3410752,0.8629012
1681711,0.9728933
1968338,0.94263047
1013327,0.97745574
4318925,0.8427561
573049,0.95650685
16000509,0.9193082
1805010,0.95047045
9307802,0.84364367
991600,0.58735377
980777,0.9681893
2726791,0.8519136
1857572,0.9188481
639801,0.97307056
38438603,0.71072507
12000125,0.9225703
651389,0.98211974
37496533,0.9114958
26226759,0.80505246
44018410,0.91611505
1080775,0.9733342
1645441,0.9782522
31207063,0.5302166
3097228,0.86908233
26387736,0.9181772
26238936,0.52624017
14288048,0.7265786
594840,0.98192626
945318,0.93607575
14307262,0.7655007
16552699,0.927614
4234056,0.80096924
1744958,0.96755844
7232342,0.5371611
1397087,0.9635485
1963579,0.91962606
12520103,0.93928725
3547573,0.8177599
1543838,0.9763899
22130823,0.8222581
7407277,0.84680825
5809682,0.5847514
40535366,0.5189904
1494427,0.9043163
13906926,0.62025934
2419113,0.9348056
1254391,0.546207
647273,0.96602285
1242893,0.61544585
1568012,0.9378153
1965833,0.9279138
14279162,0.9381944
41832127,0.66189796
36765153,0.82245004
45240109,0.9485139
861239,0.6968433
5616991,0.85493886
3979361,0.9055438
14498327,0.50975853
53433788,0.5025132
21318760,0.5791073
1796261,0.9394629
696744,0.9245241
1819055,0.94726
7217977,0.9355858
7020256,0.8850931
3556962,0.907823
7208985,0.92527235
146192,0.7780771
1498267,0.9701084
1820435,0.6698656
593486,0.9785351
1241127,0.96738505
692093,0.9565352
41219082,0.67211914
1503085,0.9759463
10957008,0.88031185
10727579,0.9365477
3859316,0.8374385
5473001,0.94880706
17613627,0.8603412
7022337,0.7404458
5777675,0.94696915
418432,0.9651765
4065954,0.5078028
30225331,0.73309785
10389154,0.8855464
361999,0.8897184
2169331,0.899119
34812010,0.8857281
2627088,0.9106856
12490847,0.9254804
680425,0.9131972
794498,0.9549154
15299426,0.74442375
6345038,0.8943875
26348105,0.83684653
1250201,0.56576735
10018329,0.88714033
61833927,0.82310784
1288918,0.80216163
4854457,0.922874
59799601,0.6908955
53252629,0.50237054
4221576,0.7731448
2731544,0.88406295
1094439,0.6263846
1830228,0.6917515
3957594,0.8345334
596444,0.96693414
35804905,0.8034798
1695031,0.97924554
5818132,0.5596734
8229085,0.85716033
9041421,0.58712935
1333490,0.97231334
28972177,0.5743887
1006971,0.7912223
44123661,0.89601326
8459455,0.906527
1839707,0.9391435
5298955,0.8333928
35102446,0.68923587
15070880,0.8377821
16533176,0.6025629
49942102,0.7797443
8067169,0.5050745
46983584,0.8976761
22861367,0.82234323
2435850,0.952731
21369281,0.76505953
1602658,0.9529251
416703,0.97659236
9427994,0.9288237
14508591,0.7560379
1062795,0.97014654
980979,0.9732935
10697926,0.6487799
2557811,0.91554004
4579641,0.64569646
6990766,0.691866
1889884,0.9649102
5326950,0.87073547
1715422,0.7834749
42533144,0.69737285
599518,0.9785791
937436,0.5543775
20317009,0.8561698
12668842,0.8808515
11217141,0.79472256
14767869,0.94296724
1972316,0.914651
7207087,0.9095402
695677,0.9449327
12347148,0.9254134
2927775,0.8091532
1577945,0.9615319
1724017,0.9715935
886076,0.849459
1601416,0.95068365
536831,0.96548235
1837415,0.901563
1856536,0.9286785
4152316,0.92279917
11587173,0.52409077
827150,0.9650692
1347463,0.9829531
13777361,0.8540753
10858814,0.84483755
1374931,0.9612324
40405288,0.89741313
5472352,0.8232915
1284017,0.95697737
12500465,0.8105598
54626940,0.85780656
13197103,0.94704616
5667911,0.86248106
552558,0.9687807
30065102,0.9120497
1663949,0.9542481
8749996,0.7142241
18554754,0.8886033
23513642,0.60566896
843675,0.5824021
990841,0.9745676
1651025,0.8763918
1368963,0.87399566
55416986,0.81528836
1718017,0.9603383
799192,0.9745384
42386367,0.92228436
26768024,0.78154886
625662,0.9749655
7638105,0.8564848
1027190,0.9756266
19946242,0.93303347
597727,0.97390974
8318712,0.88627577
7316944,0.931469
17623064,0.9367622
15930571,0.8570566
1067434,0.9187557
11700004,0.7701102
1813943,0.94170254
1262876,0.9777012
1461870,0.9678036
9380401,0.78954095
1546150,0.9686303
7668788,0.8702018
6489016,0.76015687
9032724,0.85507244
1345229,0.94756967
6776816,0.507902
4637230,0.9088409
544861,0.9597831
567722,0.9602952
1312442,0.962868
2844785,0.8648175
1079282,0.9735936
3777173,0.55197567
1405861,0.7700402
1626172,0.97203076
1524478,0.50922936
1632892,0.9536624
7204401,0.622439
1697413,0.96141493
47054287,0.87729186
10771189,0.7914985
5469047,0.91882724
10341961,0.87757987
4367885,0.5641477
32968822,0.9070765
26257607,0.9197192
192475,0.76566774
962196,0.97646785
1084305,0.9524765
8450192,0.7631866
602177,0.96469617
550848,0.96361005
8128335,0.5064537
352199,0.87255466
42104132,0.64896506
1292466,0.8296939
1254079,0.86309814
14478577,0.7473033
2743651,0.7592022
824662,0.95353925
1479173,0.9587443
15010348,0.8553196
2744157,0.857724
31486601,0.8603171
1653632,0.97662354
19445276,0.84462655
1208444,0.9741425
10138187,0.91060245
1720535,0.9544172
8310446,0.70848835
11050329,0.76853466
42821923,0.8416496
1366558,0.9230079
820459,0.9757696
10401369,0.7782701
1894838,0.94809884
1673887,0.96446455
993818,0.96003115
8743251,0.9017451
5009775,0.5633074
9329505,0.8777969
15359630,0.6640443
1394273,0.9730302
17763308,0.5997627
2548132,0.9409865
639226,0.9618953
323730,0.960613
1032594,0.97584575
43437197,0.95756483
3638444,0.6505839
21259920,0.8661448
23703685,0.86581624
22160188,0.74279577
13227153,0.90509903
12457388,0.9402742
1895695,0.92818683
5799866,0.76006985
38971677,0.58505243
35093527,0.8598413
24744625,0.7919127
4366984,0.85557914
3638312,0.8191059
1462375,0.9657304
13309294,0.84925914
4580147,0.8732149
7128521,0.8036837
7010511,0.88673526
8321444,0.75692856
30825717,0.88017464
9379492,0.70508677
350302,0.9259359
1527990,0.94311976
1413192,0.973272
14450115,0.770969
740818,0.91885483
5473793,0.80190545
867245,0.9816793
1618961,0.96889395
51844096,0.53750443
2728130,0.9139842
1706870,0.9731462
10350262,0.7776245
30103505,0.8454071
30465098,0.9261924
4591451,0.54527086
22209839,0.8940179
3876776,0.60889894
11039856,0.7732693
745544,0.9768173
43457732,0.6696903
12627744,0.9264059
